age,workclass,education,marital_status,hours_per_week,income,Sex
58,2,9,4,80,0,1
23,1,10,3,40,0,0
28,3,10,3,50,0,0
49,3,10,1,46,0,1
51,1,9,1,40,0,0
23,1,9,2,53,0,1
40,2,9,0,50,0,1
59,1,9,0,40,0,1
47,1,13,0,50,0,0
37,1,9,1,50,0,1
43,1,10,1,60,0,1
40,1,11,1,60,0,1
48,1,6,1,40,1,1
29,1,5,3,48,0,0
48,1,10,1,50,1,1
37,1,13,3,30,0,1
28,1,6,3,30,0,0
56,1,3,1,40,0,1
45,1,9,0,60,0,1
60,3,10,1,40,0,1
53,3,14,1,42,1,1
37,3,9,1,40,0,1
31,1,9,1,40,0,1
29,1,11,1,44,1,1
31,0,9,4,36,0,0
39,1,9,1,40,0,1
31,3,13,1,40,1,1
17,1,7,3,16,0,0
19,1,9,3,20,0,0
24,1,13,3,32,0,1
34,1,2,3,40,0,0
58,1,13,3,62,0,0
23,1,11,3,36,0,0
33,1,9,3,40,0,0
76,1,9,4,6,0,1
40,1,9,0,50,0,0
28,1,4,0,50,0,0
41,1,10,1,40,0,0
22,3,10,3,40,0,0
29,1,11,1,40,0,1
26,1,9,3,40,0,1
22,1,9,3,25,0,0
41,1,10,3,43,0,1
29,1,9,3,40,0,1
72,3,9,1,40,1,1
41,2,10,1,65,0,1
19,1,10,3,25,0,0
25,1,13,3,40,0,1
24,1,13,3,45,0,1
59,1,5,1,30,0,1
17,1,7,3,30,0,1
59,0,13,1,40,1,1
50,0,9,1,60,0,1
29,1,9,2,40,0,0
43,1,9,1,55,0,1
29,3,10,3,10,0,0
29,3,10,0,40,0,1
32,3,10,1,40,1,1
17,0,6,3,6,0,1
50,2,9,1,45,1,1
43,1,10,1,50,0,1
41,1,9,3,40,0,0
32,1,13,1,40,1,0
54,3,14,3,45,1,0
65,1,9,1,40,1,1
18,0,9,3,40,0,0
70,2,10,1,40,1,1
53,1,14,1,55,1,1
21,1,10,3,30,0,1
20,1,9,3,40,0,1
47,3,9,0,38,0,1
31,1,15,3,50,0,1
45,2,10,1,40,0,1
35,1,9,2,40,0,0
55,1,13,1,45,1,1
49,1,14,1,50,1,1
33,2,9,3,40,0,1
30,3,15,3,55,0,1
19,1,10,3,15,0,1
48,2,13,1,60,1,1
41,1,10,0,40,1,1
29,1,13,1,35,1,1
47,3,14,1,48,1,1
53,3,14,1,40,1,1
19,1,10,3,10,0,0
71,1,9,0,16,0,0
29,1,10,3,25,0,0
43,3,10,1,40,0,1
23,1,13,3,30,0,0
52,1,10,0,40,0,0
56,1,13,1,40,1,1
28,1,6,3,40,0,1
44,2,13,1,80,0,1
37,3,13,3,40,0,0
30,1,11,1,50,1,1
31,3,9,1,40,0,1
20,1,10,3,25,0,0
64,1,9,1,65,1,1
45,1,9,1,40,0,1
40,1,10,3,50,1,1
19,1,9,3,52,0,1
54,1,13,0,45,1,1
61,2,16,1,40,1,1
18,1,7,3,20,0,0
62,0,9,1,40,1,1
33,1,11,3,40,0,1
51,1,9,2,37,0,0
54,1,9,1,40,0,1
24,1,10,1,24,0,1
54,1,10,0,40,0,0
42,1,13,1,45,1,1
51,3,14,4,50,1,1
41,1,10,1,40,1,0
31,3,10,0,40,0,0
21,1,11,3,40,0,1
52,1,10,0,40,0,0
20,1,10,3,15,0,0
18,1,9,3,25,0,0
58,1,9,1,60,0,0
23,1,9,3,40,0,0
21,1,10,3,20,0,0
43,3,11,1,40,0,1
53,1,9,0,40,0,1
18,1,9,1,40,0,0
44,1,13,1,40,1,1
31,1,13,3,50,0,1
48,1,2,1,40,0,1
55,2,14,0,35,0,0
24,1,10,3,20,0,0
41,3,14,1,40,1,1
35,1,9,1,40,1,1
47,3,11,0,40,0,0
54,1,10,1,32,0,1
40,1,13,2,40,0,1
56,2,10,0,48,0,0
23,1,11,3,40,0,1
34,2,9,1,60,0,1
27,3,9,3,40,0,1
32,1,13,3,40,1,1
72,2,10,1,74,0,1
32,1,12,0,35,0,0
53,1,10,2,40,0,1
18,1,8,3,10,0,1
41,3,11,0,40,0,0
29,1,9,3,45,0,1
70,0,10,1,4,1,1
46,2,13,4,50,0,0
47,1,10,1,40,0,0
56,3,10,1,15,0,0
47,1,7,0,40,0,0
42,2,9,1,40,0,1
22,1,10,3,25,0,1
42,1,3,1,44,0,1
42,3,10,0,40,0,0
46,1,9,0,40,0,0
55,1,9,1,55,0,1
57,1,13,1,40,1,1
25,1,8,3,40,0,1
43,1,9,1,30,0,1
34,2,13,0,60,0,1
27,3,13,0,40,0,0
37,1,10,3,40,0,0
48,1,10,0,45,0,1
38,1,9,1,45,0,1
37,1,9,0,37,0,0
45,1,9,1,46,0,1
56,1,9,1,55,1,1
64,1,9,1,40,0,1
35,3,10,0,38,0,0
23,1,9,3,40,0,1
42,3,9,1,90,0,1
23,1,10,3,30,0,1
26,0,10,3,12,0,1
56,3,9,1,40,1,1
21,1,10,3,40,0,1
29,1,9,3,40,0,1
32,3,10,1,50,0,1
72,1,5,4,20,0,0
19,1,10,3,25,0,1
25,3,13,3,25,0,1
58,1,13,0,35,0,0
24,1,13,3,40,0,1
41,1,11,1,38,1,0
40,1,6,1,40,1,1
37,1,9,1,45,0,1
25,1,12,0,40,0,0
43,2,13,1,40,1,0
36,1,9,3,40,0,1
41,1,9,1,40,0,1
31,1,13,3,40,0,0
22,1,9,3,40,0,0
36,1,11,1,40,0,1
42,1,6,1,40,0,1
29,1,9,1,60,0,1
25,1,9,3,46,0,0
23,1,13,3,40,0,1
34,1,9,2,20,0,0
33,1,10,1,40,0,1
38,1,13,0,55,0,0
21,1,10,3,30,0,1
39,1,11,1,40,0,1
50,1,13,1,40,1,1
32,1,10,3,30,0,1
40,3,9,1,40,1,1
20,1,9,3,20,0,0
56,1,13,1,50,0,1
30,3,13,1,40,0,1
39,1,10,0,39,0,0
25,1,12,3,50,1,1
33,1,9,1,40,1,1
41,3,13,3,40,0,1
50,1,10,0,40,0,1
44,1,10,1,40,0,1
27,1,13,3,40,0,1
58,1,3,1,40,0,1
25,1,10,3,15,0,1
31,1,9,1,40,0,0
39,1,9,1,50,1,1
55,1,11,1,40,1,1
22,1,11,3,12,0,0
44,1,12,2,40,0,1
44,1,8,0,40,0,0
61,1,4,1,54,0,1
32,1,11,1,40,0,1
35,1,13,1,45,1,1
28,1,10,1,40,0,1
57,1,13,1,40,1,1
32,1,16,1,65,1,1
46,3,4,3,40,0,0
43,2,9,1,40,0,1
62,3,9,0,35,0,0
60,3,14,1,38,1,1
67,1,9,0,20,0,0
19,1,9,3,30,0,0
55,0,9,3,40,0,0
48,1,6,1,65,1,1
19,3,9,3,20,0,0
19,1,10,3,30,0,0
43,1,9,0,40,0,0
31,1,16,1,90,0,0
65,1,10,1,45,0,0
32,1,9,3,40,0,0
36,3,14,1,40,1,1
41,1,9,1,40,0,1
72,0,6,0,12,0,1
27,1,10,3,45,0,1
75,2,7,3,50,0,1
39,0,6,4,15,0,0
47,1,9,1,40,0,1
31,1,10,3,40,0,1
40,1,14,3,40,1,0
48,1,9,0,30,0,0
36,3,13,3,40,0,1
18,1,9,3,20,0,1
33,1,9,3,40,0,0
34,1,14,1,40,0,1
39,3,12,0,40,0,0
20,1,9,3,35,0,1
67,3,10,0,20,0,0
42,1,11,3,60,0,0
59,1,7,1,40,0,1
31,3,9,3,40,0,1
47,1,10,0,48,0,0
68,1,4,1,30,0,1
30,1,10,1,40,0,1
34,1,9,3,60,0,1
49,1,4,1,40,0,1
38,1,10,1,40,1,1
51,1,10,1,40,1,1
24,1,13,3,40,0,1
24,1,13,3,40,0,0
21,1,3,1,40,0,1
52,3,5,1,40,0,0
48,1,9,0,40,0,1
20,1,10,3,20,0,0
31,1,9,0,25,0,0
30,1,10,1,50,0,1
30,1,9,3,40,0,1
51,1,9,3,40,0,0
29,1,11,0,40,0,0
56,2,14,3,16,0,1
46,1,13,2,40,0,0
29,1,3,3,40,0,0
48,2,9,1,30,0,1
34,2,9,0,50,0,0
42,2,11,1,50,0,1
25,1,9,3,30,0,0
47,1,7,0,40,0,0
23,1,9,3,40,0,1
43,3,11,1,22,0,1
19,3,10,3,35,0,0
22,1,9,3,40,0,1
40,3,13,0,70,0,0
41,2,11,1,40,0,1
42,1,9,1,45,0,1
31,3,13,3,47,0,1
69,0,10,1,32,0,1
58,2,9,1,70,0,1
36,1,7,4,12,0,0
31,1,9,1,65,0,1
41,1,9,3,40,0,0
35,1,10,1,40,0,1
62,0,4,1,40,0,1
28,1,13,3,15,0,0
27,1,8,1,55,0,1
17,1,7,3,40,0,1
35,2,9,0,50,1,1
45,2,10,1,99,0,0
44,1,13,0,40,0,0
27,1,11,3,40,0,0
51,1,5,1,40,0,1
49,1,9,4,45,0,0
64,2,6,1,10,1,1
54,2,4,0,45,0,1
43,1,9,1,40,0,1
32,1,9,0,35,0,1
26,2,9,3,50,1,1
37,1,13,1,50,1,1
38,1,12,0,40,0,0
26,1,8,1,40,0,1
42,1,9,0,40,0,0
66,3,9,4,40,0,0
43,1,9,2,32,0,0
37,1,13,1,45,1,1
37,1,6,0,35,0,0
25,1,10,3,40,0,0
29,1,13,1,50,1,1
63,0,9,1,40,1,1
42,3,14,3,70,0,1
32,1,9,3,40,0,1
42,3,10,1,40,1,1
41,2,9,1,50,0,1
65,2,9,1,50,0,1
32,1,10,1,50,0,1
32,1,9,3,10,0,1
24,1,10,1,60,0,1
51,3,9,0,40,0,0
67,0,6,3,35,0,0
28,1,7,1,35,0,0
32,2,10,1,55,1,1
77,1,15,1,40,0,1
47,1,9,0,20,0,0
26,1,9,3,40,0,1
20,1,10,3,20,0,1
57,3,10,1,35,1,1
40,1,16,1,45,0,1
50,1,14,1,40,1,1
19,1,4,1,45,0,1
54,3,8,1,40,0,1
51,3,10,1,40,1,1
51,3,13,1,50,1,1
68,0,13,1,25,0,1
17,1,8,3,20,0,0
32,1,13,3,40,0,1
29,1,10,1,45,0,1
42,1,10,0,40,0,1
40,1,9,0,40,0,0
27,1,10,1,40,0,1
22,3,13,3,20,0,0
58,1,7,4,40,0,0
61,1,13,1,45,1,1
42,1,13,1,35,1,0
49,1,14,1,40,0,1
41,2,13,1,40,0,1
43,1,9,0,40,0,0
46,1,13,0,40,1,1
28,1,9,1,45,1,1
57,1,10,1,40,0,1
47,1,9,1,38,0,0
79,2,9,1,40,0,1
40,1,9,1,45,0,0
35,3,13,1,40,0,1
30,1,13,1,60,1,1
26,1,6,3,40,0,1
48,1,9,1,40,0,1
22,1,10,3,45,0,1
22,1,7,3,30,0,0
50,1,6,2,47,0,0
47,2,9,1,60,0,1
36,1,9,1,50,0,1
44,1,12,1,40,1,1
73,1,5,4,9,0,0
24,0,9,3,45,0,0
34,1,13,1,40,1,1
37,1,10,1,40,0,1
28,0,8,1,20,0,0
46,1,10,1,40,1,0
20,0,10,3,35,0,0
29,1,3,1,40,0,1
24,1,11,1,40,0,1
29,3,10,3,35,0,1
18,1,8,3,20,0,0
41,1,13,0,90,1,0
59,1,9,1,40,1,1
27,1,3,3,50,0,1
50,1,12,1,45,0,1
25,1,2,3,24,0,1
42,1,13,0,45,0,0
36,1,10,1,40,0,1
62,1,10,1,60,1,1
71,1,11,3,40,0,0
38,1,13,0,55,1,1
44,1,9,1,40,0,0
19,0,6,3,30,0,1
49,2,10,1,60,0,1
28,2,9,1,40,0,1
26,1,13,3,55,0,0
18,1,7,3,12,0,1
43,1,11,1,50,1,1
23,1,6,3,44,0,1
21,1,10,3,35,0,0
20,2,9,3,40,0,1
19,1,10,3,18,0,0
77,1,9,4,32,0,0
32,1,11,1,40,0,1
37,3,10,1,30,0,1
29,2,9,1,45,0,1
22,1,10,3,40,0,1
30,0,13,1,20,0,0
31,1,9,1,48,1,1
59,2,9,1,60,0,1
29,3,10,3,40,1,0
56,1,9,1,50,1,1
19,1,10,3,20,0,0
37,1,9,1,40,0,1
58,3,14,1,40,1,1
41,1,14,1,40,1,1
29,1,9,3,38,0,1
38,2,9,1,50,0,1
46,1,9,1,28,1,0
42,1,14,1,45,1,0
29,1,10,3,40,0,0
29,1,12,1,40,0,1
47,1,14,0,40,0,0
37,1,7,1,40,1,1
39,1,9,1,45,0,1
46,1,13,0,35,1,0
28,1,12,1,40,0,1
36,1,10,1,56,1,1
39,1,9,0,40,0,0
44,1,10,1,40,0,1
60,3,9,1,40,0,1
35,1,13,3,50,1,0
59,1,13,1,48,1,1
21,1,10,3,60,0,0
22,1,12,3,16,0,0
33,1,9,1,45,1,1
41,3,14,1,60,0,1
31,2,12,1,35,1,0
62,1,11,0,40,0,1
43,1,9,1,35,0,0
28,3,13,3,60,0,0
42,1,9,2,25,0,0
23,1,13,3,40,0,0
55,3,10,1,40,1,1
19,1,7,3,32,0,0
23,1,9,3,40,0,1
41,1,9,0,50,0,0
63,0,9,1,20,0,1
51,1,9,2,40,0,0
49,1,9,0,90,0,1
29,3,14,3,20,0,0
17,1,7,3,30,0,1
42,2,14,1,40,1,1
21,1,7,3,35,0,0
26,1,10,3,40,0,1
24,1,10,3,40,0,1
30,1,13,1,42,1,1
19,1,9,3,28,0,1
65,3,4,4,24,0,0
52,2,10,1,60,1,1
17,1,6,3,20,0,1
27,1,9,3,22,0,1
53,1,15,3,40,0,0
24,1,13,3,40,0,0
37,1,10,1,40,1,1
34,1,11,1,18,0,0
49,3,9,1,40,1,1
86,1,14,3,40,0,0
43,2,7,1,60,0,1
47,1,10,1,35,0,0
32,1,9,1,50,1,1
30,2,11,1,60,0,1
25,3,9,3,40,0,1
42,1,13,1,40,1,1
60,1,10,1,65,0,1
39,3,10,1,40,1,1
26,1,6,3,55,0,1
27,1,10,3,40,0,0
59,1,10,0,40,0,1
64,3,9,1,40,0,1
51,1,10,0,45,1,0
39,1,4,1,40,0,0
30,0,9,3,25,0,1
47,2,14,1,40,1,1
32,1,14,1,60,1,1
24,1,12,1,40,0,0
23,1,9,3,30,0,1
62,1,9,1,20,0,1
48,0,10,1,20,0,0
62,0,8,0,40,0,1
35,2,13,2,65,0,1
27,1,13,3,40,0,1
49,1,10,0,35,0,0
18,1,6,3,20,0,1
19,1,10,3,30,0,0
63,2,12,1,40,1,1
54,1,9,1,40,0,0
24,1,10,1,40,1,0
61,1,6,1,50,1,1
50,2,9,1,48,1,1
36,1,13,1,40,1,1
21,1,10,3,50,0,1
30,1,10,1,40,0,1
33,1,10,0,52,0,0
39,3,9,1,38,1,1
42,1,9,1,50,1,1
47,0,9,1,40,0,1
42,3,13,0,33,0,1
29,1,13,1,40,0,1
35,1,13,3,55,0,1
23,1,10,3,30,0,0
28,1,10,1,60,0,1
34,1,9,0,40,0,0
40,1,10,3,40,0,0
67,2,9,4,30,0,0
49,1,9,1,40,0,1
34,1,9,3,40,0,0
60,0,13,1,40,0,1
25,1,9,3,40,0,1
56,2,9,1,40,0,1
28,1,13,1,40,0,1
31,1,13,3,40,0,1
45,1,9,0,40,0,0
39,2,14,3,50,0,0
19,1,9,3,40,0,1
23,1,8,3,40,0,1
23,1,4,3,40,0,1
33,2,15,1,60,1,1
35,1,13,3,50,0,0
58,1,9,1,40,0,1
61,1,9,1,45,1,1
38,1,7,1,40,0,1
41,1,13,0,50,1,1
27,0,5,2,50,0,0
19,1,7,3,10,0,1
22,1,10,3,20,0,1
59,1,12,4,40,0,0
31,1,8,1,43,0,1
18,1,7,3,40,0,1
20,1,10,3,35,0,0
28,1,9,3,60,0,1
28,1,10,3,30,0,0
49,1,13,1,40,0,1
38,3,9,1,40,1,1
19,1,9,3,20,0,1
41,1,10,0,24,0,0
50,1,14,1,65,1,1
46,1,13,0,40,0,1
20,1,10,3,40,0,1
45,1,13,1,60,1,1
28,1,10,3,50,0,0
37,1,10,1,40,0,0
66,1,9,1,40,0,1
35,0,10,1,40,0,0
38,1,13,1,50,1,0
25,1,7,3,45,0,1
56,1,10,4,38,0,0
47,2,14,1,45,0,1
55,2,13,1,40,1,1
41,3,12,1,40,0,1
47,1,10,1,65,1,1
41,1,13,1,40,0,1
21,1,10,3,20,0,0
52,1,9,3,40,0,1
46,1,7,1,45,1,1
21,0,10,3,20,0,1
35,2,13,1,40,0,1
29,1,9,1,40,0,0
35,1,9,2,50,0,1
46,1,13,1,50,1,1
70,0,9,1,40,0,1
34,1,10,0,60,0,1
21,1,11,3,30,0,1
29,1,9,1,60,0,1
41,2,14,1,60,1,1
51,2,9,1,40,0,1
22,1,9,3,40,0,0
47,1,13,3,40,0,1
19,1,9,3,40,0,0
23,1,10,3,40,0,1
49,1,9,1,40,0,1
58,2,13,0,40,0,0
41,3,13,1,50,1,1
50,1,13,1,40,1,1
77,1,9,4,10,0,0
27,1,11,1,60,0,1
29,2,9,1,60,0,1
54,1,1,1,40,0,1
39,3,10,2,37,0,0
32,1,10,1,50,0,1
36,3,13,1,40,0,1
24,3,13,3,20,0,0
32,2,9,0,65,0,1
26,1,13,3,40,0,0
49,0,13,0,40,0,0
38,1,11,1,42,0,1
31,1,10,1,40,1,1
38,1,9,1,55,0,1
50,1,10,1,40,1,1
18,1,7,3,40,0,1
59,2,14,1,40,0,1
56,2,10,1,50,1,1
34,1,9,3,50,0,1
32,1,13,1,40,0,1
29,1,13,3,35,0,1
29,0,10,0,40,0,1
42,1,13,1,45,1,1
37,1,10,0,40,0,0
36,1,9,0,40,0,0
59,1,14,4,40,1,0
52,3,9,1,56,1,1
29,3,9,3,40,0,1
39,1,10,3,40,0,1
43,1,9,1,35,0,0
19,1,10,3,30,0,0
60,3,11,1,60,1,1
75,1,10,4,8,0,0
24,3,10,3,40,0,1
58,3,9,1,70,0,1
21,3,14,3,15,0,1
28,1,9,2,40,0,1
40,1,6,1,40,0,1
45,2,9,1,50,0,1
41,1,10,3,40,0,0
58,1,9,0,40,0,0
26,1,9,1,65,0,1
29,1,12,3,45,0,1
45,1,14,3,40,0,0
23,1,12,3,40,0,1
39,3,9,0,40,0,0
22,1,9,3,40,0,1
67,0,4,0,3,0,1
28,1,9,1,40,0,1
23,1,10,3,25,0,0
33,1,9,1,35,0,1
37,1,11,1,43,0,1
19,1,10,3,40,0,0
90,0,2,4,40,0,0
35,1,7,1,40,0,1
62,1,4,0,38,0,0
20,0,10,3,15,0,0
25,1,9,3,40,0,1
21,1,9,3,40,0,1
32,1,10,3,35,0,1
70,3,9,4,12,0,0
57,1,7,1,40,0,1
31,1,10,3,40,0,1
37,1,13,1,60,1,1
34,1,9,0,36,0,0
26,2,10,1,78,0,1
44,1,10,1,48,0,1
66,1,4,1,40,0,1
39,3,9,0,40,0,0
31,1,9,1,40,1,1
53,1,11,1,40,1,1
36,1,9,1,50,0,0
61,1,5,1,40,0,1
43,1,13,1,40,1,1
38,1,10,1,40,0,1
26,1,9,3,50,0,1
27,1,9,1,8,0,1
58,3,5,0,40,0,0
37,3,9,0,12,0,0
56,1,4,1,26,0,1
36,1,10,2,60,1,1
29,1,9,3,40,0,1
28,1,6,3,30,0,1
61,2,16,1,40,1,1
66,2,5,1,25,1,1
21,1,12,3,40,0,0
26,1,9,4,40,0,1
21,1,10,3,50,0,1
33,1,9,1,40,0,1
33,1,9,0,32,0,0
82,2,4,1,50,0,1
34,3,16,1,50,1,0
29,1,13,1,50,1,1
19,1,10,0,40,0,0
57,2,9,1,1,0,1
27,1,10,3,40,0,1
33,1,9,3,45,0,1
43,3,10,0,50,1,1
72,3,10,4,16,0,0
68,2,9,1,40,0,1
29,1,9,2,40,0,0
41,1,13,1,60,0,1
30,1,9,1,40,0,1
54,1,3,1,30,0,0
39,0,13,1,6,1,0
41,3,11,1,35,1,1
48,1,9,0,40,0,0
66,2,4,1,48,0,1
25,2,13,3,50,0,0
22,0,10,3,35,0,0
31,1,15,1,60,1,1
43,2,9,1,40,0,0
42,1,10,3,40,0,0
20,3,9,3,40,0,1
40,1,13,1,40,1,1
65,1,9,4,20,0,0
53,1,13,1,52,1,1
38,0,9,1,40,0,1
44,1,14,1,50,1,1
22,1,12,1,40,0,0
41,3,10,0,20,0,1
48,2,11,1,25,1,0
52,1,4,3,7,0,0
45,2,13,1,45,1,1
29,1,5,1,40,0,1
41,1,10,0,21,0,1
38,1,10,0,60,0,1
32,1,10,1,40,1,0
37,1,9,1,40,0,1
55,1,6,1,40,0,1
62,3,9,1,40,0,1
48,1,9,1,40,0,1
43,1,10,1,50,1,1
25,1,9,3,24,0,1
47,1,9,2,40,0,0
49,2,13,1,70,0,1
55,1,9,1,40,0,1
42,1,9,0,40,0,0
40,1,9,0,40,0,1
34,1,11,1,40,0,1
38,1,9,2,10,0,0
39,1,9,1,40,1,1
45,1,12,0,55,0,0
43,1,12,3,40,0,1
32,3,9,3,40,0,0
18,1,10,3,20,0,0
27,1,14,3,40,0,1
57,1,12,0,40,0,0
38,1,9,1,60,0,0
67,1,13,1,40,1,1
26,1,7,2,20,0,0
21,1,9,3,40,0,1
17,1,6,3,15,0,1
31,1,9,1,40,0,1
51,2,12,2,30,0,1
29,1,13,1,40,1,1
28,1,13,3,40,1,1
32,1,12,1,45,1,1
26,1,10,1,40,1,1
28,3,13,0,40,0,0
40,1,14,3,40,0,0
51,1,4,3,19,0,1
62,1,10,1,20,0,1
54,1,6,1,60,0,1
55,1,9,2,16,0,0
24,1,9,3,20,0,1
27,1,14,3,45,0,1
18,1,9,3,30,0,1
21,1,9,3,40,0,0
44,2,10,1,80,1,1
50,0,14,1,60,1,1
38,1,13,1,40,1,1
39,1,13,1,50,1,1
27,1,9,1,40,0,1
35,1,7,0,40,0,1
60,1,10,1,40,0,1
38,1,9,1,40,0,1
37,1,10,2,35,0,1
43,1,10,0,40,0,0
49,3,10,0,50,0,0
17,1,6,3,25,0,0
32,1,9,3,60,0,1
23,1,13,3,38,0,0
25,1,13,3,40,0,0
46,3,7,3,40,0,1
29,1,13,3,50,0,0
44,1,14,1,45,1,1
60,2,15,1,45,1,1
30,3,11,0,40,0,0
24,1,10,3,17,0,0
17,1,6,3,10,0,0
76,0,7,4,16,0,0
31,1,12,3,40,0,0
52,1,10,1,40,1,1
39,1,13,3,35,0,0
73,2,13,1,50,1,1
38,1,9,3,24,0,0
48,1,9,0,20,0,0
60,1,6,4,40,0,0
26,1,9,3,40,0,1
20,1,9,3,40,0,1
54,3,16,3,40,1,0
50,3,9,1,40,0,1
20,1,10,3,40,0,0
23,1,10,3,22,0,1
35,1,11,1,40,1,1
43,1,6,3,40,0,1
50,1,9,1,32,0,1
58,1,2,2,50,0,1
55,3,12,0,40,0,1
29,1,13,1,45,1,1
47,1,10,0,40,0,0
39,1,9,1,40,0,0
63,3,9,1,35,1,0
27,1,9,3,60,0,1
62,0,7,0,40,0,0
38,1,10,3,40,0,0
25,1,9,3,65,0,1
31,1,9,1,52,0,1
40,3,10,3,40,0,0
42,1,16,3,50,0,1
52,1,9,1,40,1,1
46,1,13,1,40,1,1
31,1,10,2,50,0,0
33,1,9,0,40,0,0
58,1,9,3,40,0,0
54,1,13,1,40,1,1
28,1,9,1,40,0,1
24,2,4,1,40,0,1
39,1,13,3,40,0,0
60,3,10,1,40,0,1
22,1,9,3,40,0,0
27,1,13,3,40,0,0
35,1,13,1,45,1,1
47,1,13,1,50,0,1
33,2,13,1,50,1,0
40,2,13,1,45,1,1
26,1,12,2,40,0,0
54,2,13,1,50,1,1
39,1,13,1,40,0,1
60,1,4,0,40,0,1
32,1,14,3,40,0,0
19,3,10,3,15,0,0
49,0,9,1,60,0,1
31,1,7,3,48,0,0
29,1,9,2,25,0,0
39,1,9,3,40,0,0
26,1,9,0,35,0,0
27,1,11,3,40,0,1
52,1,5,4,40,0,0
50,3,10,0,40,0,0
51,1,9,1,45,1,1
51,3,9,1,40,1,1
40,1,9,1,40,1,1
61,1,4,4,40,0,1
35,1,9,0,40,0,1
41,0,9,0,28,0,0
31,1,14,1,40,1,1
20,1,9,3,40,0,1
35,1,10,2,40,0,1
51,1,9,1,40,1,1
39,2,14,0,99,1,1
69,2,5,1,25,0,1
21,1,10,3,20,0,1
24,1,13,3,55,0,1
55,1,9,1,40,0,1
42,2,9,1,45,0,1
48,1,7,1,40,0,0
31,1,13,3,42,0,0
52,1,11,1,40,1,1
30,1,10,3,40,0,0
29,1,9,3,40,0,1
32,1,10,1,40,0,1
56,1,5,1,40,0,1
40,1,10,1,40,0,1
20,1,10,3,10,0,0
36,1,10,2,40,0,1
45,1,13,3,40,0,1
38,1,5,1,40,0,1
60,3,15,1,40,1,1
70,2,14,1,40,0,1
21,1,10,3,30,0,0
57,1,9,4,40,0,0
33,1,9,1,48,0,1
28,1,7,1,40,0,0
32,1,10,1,40,0,1
18,1,7,3,30,0,1
45,1,10,0,20,0,0
22,1,9,3,40,0,0
38,1,13,3,8,0,0
37,1,11,0,40,0,0
23,1,13,3,40,0,1
59,1,4,1,40,0,1
18,1,9,3,25,0,1
30,1,13,3,40,0,0
50,1,10,1,45,1,1
63,0,7,1,40,0,1
48,1,5,0,40,0,0
60,1,9,1,40,0,1
46,1,9,2,50,0,0
30,0,9,3,30,0,1
39,1,13,1,60,1,1
55,3,10,1,40,1,1
17,1,7,3,15,0,1
46,1,13,1,55,1,1
50,1,9,0,65,0,0
32,1,13,3,30,0,1
18,1,9,3,40,0,0
34,1,9,2,40,0,1
50,1,13,0,45,1,1
32,1,7,1,55,0,1
23,3,13,3,40,0,0
26,1,13,3,50,0,1
46,1,12,0,50,0,0
43,2,10,1,55,0,1
32,1,9,1,60,1,1
37,3,12,0,38,0,0
48,1,10,1,45,1,1
43,1,9,1,40,0,1
51,3,6,4,24,0,0
30,1,9,3,50,0,1
34,3,14,1,50,1,1
34,1,9,1,40,0,1
41,1,13,1,60,1,1
53,1,6,0,48,0,0
42,1,1,1,40,0,1
18,1,9,3,30,0,0
81,1,13,4,50,1,1
40,1,11,1,40,0,1
26,1,13,3,35,0,0
20,1,10,3,15,0,0
41,1,9,3,50,0,0
49,3,14,1,45,1,1
22,1,10,3,20,0,0
46,1,13,0,45,1,1
35,1,9,1,40,1,0
34,1,13,2,35,0,0
29,3,14,1,40,1,0
28,1,8,1,45,0,1
35,1,13,3,37,0,1
29,1,10,1,40,0,1
21,1,10,3,30,0,0
52,2,10,1,95,1,1
45,1,9,1,40,0,1
43,1,9,1,40,0,1
35,0,9,1,25,0,0
21,0,10,3,20,0,1
35,1,6,3,40,0,1
30,1,9,1,40,0,1
45,1,9,3,40,0,0
29,1,10,3,20,0,0
29,3,6,3,40,0,0
33,1,13,3,40,0,0
17,1,6,3,15,0,1
52,1,9,0,25,0,0
24,1,10,2,35,0,0
32,3,9,1,40,1,1
32,1,9,2,40,0,1
33,1,13,3,40,0,0
30,1,4,3,38,0,1
28,1,9,3,40,0,1
62,0,12,1,50,0,1
32,1,11,3,64,0,0
26,1,9,1,40,1,1
57,3,10,1,40,1,1
35,2,13,1,50,1,1
19,1,9,3,16,0,1
49,1,13,3,45,1,1
47,1,11,1,60,1,1
38,1,7,1,32,0,0
30,1,9,3,40,0,1
32,1,7,1,40,0,1
32,1,9,1,50,1,0
46,1,11,3,40,0,0
22,1,9,3,50,0,1
47,3,10,1,50,0,1
57,2,10,1,25,1,0
47,1,10,0,40,0,0
41,1,13,1,56,1,1
36,3,9,1,40,0,1
32,1,13,1,60,0,1
37,1,7,1,40,0,1
36,2,9,1,45,0,1
17,1,6,3,15,0,1
23,1,10,3,15,0,0
37,2,9,1,42,0,1
35,3,10,3,40,0,0
56,2,9,0,50,0,1
52,1,13,1,40,0,1
37,3,13,1,45,1,1
48,3,16,1,65,1,1
24,1,9,0,40,0,0
33,1,11,1,40,0,1
39,1,11,1,40,0,1
34,1,9,0,42,0,1
24,0,13,0,40,0,0
23,1,10,3,24,0,1
18,1,9,3,25,0,1
20,1,8,3,40,0,1
54,1,14,1,55,1,1
19,1,10,3,40,0,1
53,1,9,1,46,1,1
34,0,8,2,40,0,0
